-3.978	-0.416667	0.0109545	4.40302
-3.9	-1.15385	0.0254951	0.762794
-3.814	0.136986	0.0270185	0.952359
-3.728	-0.914634	0.0286356	1.32426
-3.636	-1.51163	0.0207364	0.888096
-3.556	0	0.0288097	0
-3.47	-1	0.0316228	0.57735
-3.37	0	0.0316228	0
-3.274	1.26214	0.0320936	1.43457
-3.194	0.0684932	0.0270185	1.16974
-3.11	0	0.0316228	0.816497
-3.018	1.56863	0.0319374	0.400243
-2.924	0.616438	0.0270185	1.11499
-2.832	-0.701754	0.0238747	1.26104
-2.744	-0.833333	0.0279285	0.789442
-2.652	-0.848214	0.0334664	0.596167
-2.556	-0.843373	0.0288097	0.983731
-2.464	1.78082	0.0270185	0.559244
-2.384	-2.26027	0.0270185	1.22205
-2.306	1.16438	0.0270185	0.6792
-2.228	1.49123	0.0238747	1.00654
-2.15	1.15385	0.0254951	1.04627
-2.07	-0.769231	0.0254951	0.910166
-1.996	0.116279	0.0207364	1.52351
-1.934	2.32558	0.0207364	1.43986
-1.866	-0.232558	0.0207364	2.32558
-1.782	2.62195	0.0286356	0.980046
-1.704	1.16438	0.0270185	0.6792
-1.63	1.25	0.02	1.90941
-1.568	1.21622	0.0192354	2.41107
-1.504	1.62791	0.0207364	1.20093
-1.434	-1.2931	0.0240832	1.5219
-1.36	1.5	0.0223607	0.763763
-1.292	3.64865	0.0192354	1.66423
-1.234	5.23256	0.0207364	1.58157
-1.178	7.2973	0.0192354	1.43862
-1.12	15	0.0158114	1
-1.058	26.2162	0.0192354	1.56041
-0.992	31.7568	0.0192354	3.26848
-0.928	35	0.0192354	6.95869
-0.868	46.2162	0.0192354	7.51591
-0.81	54	0.0158114	5.03322
-0.764	48.2609	0.0151658	11.5033
-0.72	64	0.0158114	5.03322
-0.666	64.0789	0.0194936	10.7474
-0.612	90.2941	0.0130384	8.51588
-0.562	82.7273	0.0148324	15.1439
-0.512	91.1765	0.0130384	10.0747
-0.476	85	0.0151658	15.5223
-0.43	78	0.0158114	15.0997
-0.394	93.75	0.00894427	18.4701
-0.358	99.1176	0.0130384	19.9444
-0.322	98.2353	0.0130384	19.3761
-0.284	108.077	0.0114018	16.3706
-0.244	85	0.0114018	17.4496
-0.204	108.077	0.0114018	23.4531
-0.168	113.571	0.0083666	51.1351
-0.136	171.923	0.0114018	24.5221
-0.108	194.286	0.0083666	28.5118
-0.08	165	0.01	19.3649
-0.05	111.667	0.0122474	30.426
-0.012	115.588	0.0130384	15.447
